A, 6482, 1474440971977, 000.0885315, 000.0275116, -009.6634216
A, 6483, 1474440971979, 000.0849457, 000.0287170, -009.6490631
A, 6484, 1474440971985, 000.0897369, 000.0394745, -009.6430817
A, 6485, 1474440971989, 000.0993042, 000.0418701, -009.6574249
A, 6486, 1474440971994, 000.0921173, 000.0418701, -009.6442719
A, 6487, 1474440972000, 000.0909271, 000.0287170, -009.6586304
A, 6488, 1474440972005, 000.0897369, 000.0311127, -009.6550446
A, 6489, 1474440972011, 000.0789642, 000.0275116, -009.6478577
A, 6490, 1474440972016, 000.1004944, 000.0394745, -009.6574249
A, 6491, 1474440972020, 000.0849457, 000.0358887, -009.6598206
A, 6492, 1474440972026, 000.0789642, 000.0287170, -009.6610260
A, 6493, 1474440972029, 000.0897369, 000.0382843, -009.6670074
A, 6494, 1474440972035, 000.0921173, 000.0406799, -009.6490631
A, 6495, 1474440972043, 000.0980988, 000.0323029, -009.6550446
A, 6496, 1474440972044, 000.0933228, 000.0334930, -009.6490631
A, 6497, 1474440972050, 000.0957184, 000.0323029, -009.6502533
A, 6498, 1474440972054, 000.1004944, 000.0370941, -009.6418762
A, 6499, 1474440972060, 000.0861359, 000.0370941, -009.6622162
A, 6500, 1474440972064, 000.0861359, 000.0334930, -009.6454620
A, 6501, 1474440972069, 000.0837555, 000.0323029, -009.6694031
A, 6502, 1474440972076, 000.0873413, 000.0334930, -009.6478577
A, 6503, 1474440972079, 000.0885315, 000.0370941, -009.6610260
A, 6504, 1474440972084, 000.1016998, 000.0370941, -009.6502533
A, 6505, 1474440972094, 000.0933228, 000.0323029, -009.6478577
A, 6506, 1474440972095, 000.0933228, 000.0430756, -009.6514435
A, 6507, 1474440972100, 000.0861359, 000.0275116, -009.6526489
A, 6508, 1474440972104, 000.0957184, 000.0263214, -009.6622162
A, 6509, 1474440972109, 000.0945129, 000.0454712, -009.6694031
A, 6510, 1474440972116, 000.0873413, 000.0299072, -009.6586304
A, 6511, 1474440972119, 000.0825500, 000.0311127, -009.6610260
A, 6512, 1474440972127, 000.0825500, 000.0323029, -009.6502533
A, 6513, 1474440972129, 000.0909271, 000.0323029, -009.6574249
A, 6514, 1474440972135, 000.0825500, 000.0251312, -009.6622162
A, 6515, 1474440972140, 000.0957184, 000.0370941, -009.6526489
A, 6516, 1474440972146, 000.0957184, 000.0370941, -009.6538391
A, 6517, 1474440972149, 000.0957184, 000.0311127, -009.6598206
A, 6518, 1474440972154, 000.0993042, 000.0311127, -009.6490631
A, 6519, 1474440972160, 000.0837555, 000.0311127, -009.6586304
A, 6520, 1474440972164, 000.0945129, 000.0382843, -009.6646118
A, 6521, 1474440972169, 000.0885315, 000.0442657, -009.6514435
A, 6522, 1474440972178, 000.0837555, 000.0334930, -009.6418762
A, 6523, 1474440972180, 000.0885315, 000.0358887, -009.6610260
A, 6524, 1474440972184, 000.0969086, 000.0406799, -009.6394806
A, 6525, 1474440972189, 000.0945129, 000.0418701, -009.6502533
A, 6526, 1474440972195, 000.0849457, 000.0299072, -009.6610260
A, 6527, 1474440972198, 000.0969086, 000.0382843, -009.6586304
A, 6528, 1474440972204, 000.0729828, 000.0263214, -009.6670074
A, 6529, 1474440972210, 000.0897369, 000.0382843, -009.6610260
A, 6530, 1474440972215, 000.0969086, 000.0299072, -009.6610260
A, 6531, 1474440972219, 000.0885315, 000.0275116, -009.6646118
A, 6532, 1474440972231, 000.1052856, 000.0382843, -009.6705933
A, 6533, 1474440972234, 000.0933228, 000.0370941, -009.6658020
A, 6534, 1474440972236, 000.0945129, 000.0358887, -009.6514435
A, 6535, 1474440972241, 000.0849457, 000.0311127, -009.6634216
A, 6536, 1474440972243, 000.0933228, 000.0334930, -009.6610260
A, 6537, 1474440972249, 000.0980988, 000.0299072, -009.6430817
A, 6538, 1474440972253, 000.0861359, 000.0311127, -009.6658020
A, 6539, 1474440972260, 000.0885315, 000.0334930, -009.6705933
A, 6540, 1474440972263, 000.0909271, 000.0394745, -009.6586304
A, 6541, 1474440972268, 000.0861359, 000.0334930, -009.6658020
A, 6542, 1474440972273, 000.0933228, 000.0406799, -009.6406860
A, 6543, 1474440972282, 000.0993042, 000.0346985, -009.6574249
A, 6544, 1474440972284, 000.0885315, 000.0311127, -009.6526489
A, 6545, 1474440972288, 000.0993042, 000.0334930, -009.6526489
A, 6546, 1474440972297, 000.0933228, 000.0526428, -009.6418762
A, 6547, 1474440972299, 000.0957184, 000.0299072, -009.6574249
A, 6548, 1474440972303, 000.0909271, 000.0334930, -009.6586304
A, 6549, 1474440972313, 000.0849457, 000.0311127, -009.6550446
A, 6550, 1474440972314, 000.0909271, 000.0311127, -009.6526489
A, 6551, 1474440972318, 000.0753784, 000.0287170, -009.6622162
A, 6552, 1474440972327, 000.0873413, 000.0299072, -009.6586304
A, 6553, 1474440972329, 000.0980988, 000.0251312, -009.6574249
A, 6554, 1474440972333, 000.0909271, 000.0287170, -009.6562347
A, 6555, 1474440972338, 000.0969086, 000.0311127, -009.6514435
A, 6556, 1474440972345, 000.0897369, 000.0263214, -009.6526489
A, 6557, 1474440972348, 000.1004944, 000.0346985, -009.6610260
A, 6558, 1474440972353, 000.0909271, 000.0334930, -009.6490631
A, 6559, 1474440972361, 000.1124573, 000.0358887, -009.6478577
A, 6560, 1474440972363, 000.1052856, 000.0430756, -009.6658020
A, 6561, 1474440972368, 000.0873413, 000.0299072, -009.6466675
A, 6562, 1474440972373, 000.0909271, 000.0263214, -009.6514435
A, 6563, 1474440972379, 000.0921173, 000.0263214, -009.6574249
A, 6564, 1474440972383, 000.1064758, 000.0430756, -009.6586304
A, 6565, 1474440972387, 000.0909271, 000.0323029, -009.6466675
A, 6566, 1474440972395, 000.0921173, 000.0311127, -009.6550446
A, 6567, 1474440972397, 000.0825500, 000.0346985, -009.6490631
A, 6568, 1474440972403, 000.1064758, 000.0478516, -009.6729889
A, 6569, 1474440972411, 000.0957184, 000.0323029, -009.6598206
A, 6570, 1474440972413, 000.0921173, 000.0370941, -009.6705933
A, 6571, 1474440972419, 000.0861359, 000.0287170, -009.6610260
A, 6572, 1474440972422, 000.0849457, 000.0287170, -009.6514435
A, 6573, 1474440972428, 000.0909271, 000.0275116, -009.6610260
A, 6574, 1474440972432, 000.0849457, 000.0251312, -009.6502533
A, 6575, 1474440972437, 000.0933228, 000.0418701, -009.6658020
A, 6576, 1474440972444, 000.0933228, 000.0323029, -009.6526489
A, 6577, 1474440972448, 000.1004944, 000.0406799, -009.6586304
A, 6578, 1474440972453, 000.0945129, 000.0334930, -009.6550446
A, 6579, 1474440972462, 000.0837555, 000.0287170, -009.6514435
A, 6580, 1474440972465, 000.0945129, 000.0334930, -009.6586304
A, 6581, 1474440972468, 000.0849457, 000.0239258, -009.6538391
A, 6582, 1474440972473, 000.1004944, 000.0370941, -009.6586304
A, 6583, 1474440972483, 000.0873413, 000.0311127, -009.6454620
A, 6584, 1474440972486, 000.0993042, 000.0454712, -009.6538391
A, 6585, 1474440972488, 000.0921173, 000.0346985, -009.6586304
A, 6586, 1474440972498, 000.0861359, 000.0334930, -009.6526489
A, 6587, 1474440972500, 000.0909271, 000.0346985, -009.6478577
A, 6588, 1474440972503, 000.0933228, 000.0370941, -009.6598206
A, 6589, 1474440972513, 000.0909271, 000.0275116, -009.6562347
A, 6590, 1474440972515, 000.0849457, 000.0299072, -009.6442719
A, 6591, 1474440972518, 000.0897369, 000.0311127, -009.6574249
A, 6592, 1474440972522, 000.0921173, 000.0334930, -009.6562347
A, 6593, 1474440972531, 000.0873413, 000.0263214, -009.6454620
A, 6594, 1474440972534, 000.0909271, 000.0334930, -009.6526489
A, 6595, 1474440972537, 000.0897369, 000.0299072, -009.6371002
A, 6596, 1474440972546, 000.0849457, 000.0418701, -009.6598206
A, 6597, 1474440972548, 000.0933228, 000.0334930, -009.6454620
A, 6598, 1474440972552, 000.0909271, 000.0251312, -009.6526489
A, 6599, 1474440972558, 000.0849457, 000.0311127, -009.6478577
A, 6600, 1474440972565, 000.0861359, 000.0287170, -009.6610260
A, 6601, 1474440972568, 000.0789642, 000.0263214, -009.6574249
A, 6602, 1474440972572, 000.0933228, 000.0346985, -009.6562347
A, 6603, 1474440972580, 000.0849457, 000.0299072, -009.6658020
A, 6604, 1474440972582, 000.0897369, 000.0311127, -009.6526489
A, 6605, 1474440972587, 000.0980988, 000.0370941, -009.6598206
A, 6606, 1474440972597, 000.0801544, 000.0299072, -009.6634216
A, 6607, 1474440972598, 000.0777740, 000.0358887, -009.6658020
A, 6608, 1474440972602, 000.0909271, 000.0311127, -009.6717834
A, 6609, 1474440972606, 000.0897369, 000.0394745, -009.6622162
A, 6610, 1474440972612, 000.0957184, 000.0394745, -009.6646118
A, 6611, 1474440972617, 000.0861359, 000.0299072, -009.6622162
A, 6612, 1474440972621, 000.1004944, 000.0334930, -009.6550446
A, 6613, 1474440972628, 000.0957184, 000.0442657, -009.6622162
A, 6614, 1474440972631, 000.1052856, 000.0346985, -009.6538391
A, 6615, 1474440972636, 000.0945129, 000.0394745, -009.6466675
A, 6616, 1474440972644, 000.0861359, 000.0263214, -009.6634216
A, 6617, 1474440972646, 000.0957184, 000.0287170, -009.6610260
A, 6618, 1474440972652, 000.0861359, 000.0251312, -009.6646118
A, 6619, 1474440972656, 000.0921173, 000.0311127, -009.6610260
A, 6620, 1474440972662, 000.1052856, 000.0323029, -009.6538391
A, 6621, 1474440972667, 000.0897369, 000.0346985, -009.6586304
A, 6622, 1474440972671, 000.1040802, 000.0346985, -009.6526489
A, 6623, 1474440972679, 000.0825500, 000.0334930, -009.6514435
A, 6624, 1474440972681, 000.1064758, 000.0430756, -009.6586304
A, 6625, 1474440972687, 000.0993042, 000.0418701, -009.6538391
A, 6626, 1474440972692, 000.0993042, 000.0287170, -009.6586304
A, 6627, 1474440972698, 000.0921173, 000.0382843, -009.6442719
A, 6628, 1474440972701, 000.0897369, 000.0251312, -009.6705933
A, 6629, 1474440972706, 000.0909271, 000.0334930, -009.6646118
A, 6630, 1474440972711, 000.0957184, 000.0346985, -009.6586304
A, 6631, 1474440972716, 000.0909271, 000.0323029, -009.6717834
A, 6632, 1474440972721, 000.0945129, 000.0311127, -009.6550446
A, 6633, 1474440972729, 000.0861359, 000.0334930, -009.6371002
A, 6634, 1474440972732, 000.0980988, 000.0406799, -009.6442719
A, 6635, 1474440972737, 000.0980988, 000.0311127, -009.6454620
A, 6636, 1474440972741, 000.0921173, 000.0346985, -009.6729889
A, 6637, 1474440972750, 000.0969086, 000.0406799, -009.6574249
A, 6638, 1474440972752, 000.0980988, 000.0287170, -009.6646118
A, 6639, 1474440972756, 000.0945129, 000.0346985, -009.6502533
A, 6640, 1474440972764, 000.0861359, 000.0346985, -009.6598206
